Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.000000	0.000000	0.000000
ercc5	ercc5	NC_007112.7	-	474073	494309	7.633174	2.742105	3.988665
blzf1	blzf1	NC_007112.7	+	494297	505620	17.200708	6.240195	9.076988
trmt10c	trmt10c	NC_007112.7	-	509021	513786	24.009050	8.624895	12.545773
txnl4b	txnl4b	NC_007112.7	+	513982	522317	13.757245	5.775565	8.401137
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	0.104025	0.041607	0.060522
mrpl16	mrpl16	NC_007112.7	+	524699	530940	82.020691	29.981247	43.610729
cenpq	cenpq	NC_007112.7	+	532766	549521	3.017914	1.084141	1.576991
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	1.169066	0.419970	0.610888
mir155	mir155	NC_007112.7	+	576444	576521	0.000000	0.000000	0.000000
mrpl39	mrpl39	NC_007112.7	+	580671	591334	45.775707	16.444244	23.919798
jam2a	jam2a	NC_007112.7	+	594637	608235	10.690282	3.840325	5.586137
atp5j	atp5j	NC_007112.7	-	610327	614663	181.728439	116.559685	169.547729
appa	appa	NC_007112.7	-	617799	656793	60.484299	21.728086	31.605679
cyyr1	cyyr1	NC_007112.7	-	658405	669717	3.734300	1.341492	1.951334
adamts1	adamts1	NC_007112.7	-	672189	681503	1.337888	0.480722	0.699259
adamts5	adamts5	NC_007112.7	-	691738	714626	0.080313	0.028851	0.041967
n6amt1	n6amt1	NC_007112.7	+	961607	970952	14.543103	5.224394	7.599404
gart	gart	NC_007112.7	-	973067	1005061	9.125498	3.278200	4.768470
LOC100332351	LOC100332351	NC_007112.7	-	1006793	1014803	6.546087	2.351585	3.420615
LOC101886071	LOC101886071	NC_007112.7	-	1027556	1030612	0.096830	0.037908	0.055141
donson	donson	NC_007112.7	-	1286285	1352950	2.516990	0.904191	1.315237
runx1	runx1	NC_007112.7	-	1361974	1402588	1.381750	0.614316	0.893584
mir459	mir459	NC_007112.7	+	1575483	1575563	0.000000	0.000000	0.000000
urp2	urp2	NC_007112.7	+	1599979	1614496	0.000000	0.000000	0.000000
LOC100333907	LOC100333907	NC_007112.7	-	1618992	1631504	0.987280	0.354666	0.515897
atp1a1a.4	atp1a1a.4	NC_007112.7	+	1689794	1706159	1570.413818	564.147888	820.609558
atp1a1a.1	atp1a1a.1	NC_007112.7	+	1712169	1731564	1139.511719	409.352661	595.444397
LOC108187381	LOC108187381	NC_007112.7	-	1772028	1788265	0.000000	0.000000	0.000000
atp1a1a.2	atp1a1a.2	NC_007112.7	+	1789357	1796834	22.348494	8.028364	11.678061
atp1a1a.3	atp1a1a.3	NC_007112.7	+	1805294	1815660	35.914078	12.901599	18.766666
atp1a1a.5	atp1a1a.5	NC_007112.7	+	1838164	1850104	41.813984	15.021052	21.849625
si:ch211-132g1.3	si:ch211-132g1.3	NC_007112.7	-	1858212	1885624	12.347331	4.697129	6.832443
LOC103911757	LOC103911757	NC_007112.7	-	1887409	1894104	0.000000	0.000000	0.000000
si:ch211-132g1.6	si:ch211-132g1.6	NC_007112.7	+	1896661	1900710	6.596236	2.369600	3.446820
si:ch211-132g1.4	si:ch211-132g1.4	NC_007112.7	+	1904336	1911709	45.706684	16.441219	23.915401
si:ch211-132g1.1	si:ch211-132g1.1	NC_007112.7	+	1915939	1925963	17.215012	6.184237	8.995592
si:ch211-132g1.7	si:ch211-132g1.7	NC_007112.7	+	1941043	2000500	0.233505	0.083883	0.122017
slc5a3a	slc5a3a	NC_007112.7	+	2025085	2027100	0.324104	0.116430	0.169358
oxgr1a.1	oxgr1a.1	NC_007112.7	-	2048050	2051599	0.000000	0.000000	0.000000
oxgr1a.3	oxgr1a.3	NC_007112.7	-	2060430	2061419	0.000000	0.000000	0.000000
oxgr1a.2	oxgr1a.2	NC_007112.7	-	2074513	2075529	0.371391	0.133417	0.194068
mbnl2	mbnl2	NC_007112.7	+	2101512	2217860	3.795738	5.418704	7.882047
rap2ab	rap2ab	NC_007112.7	+	2222366	2240119	0.000000	0.000000	0.000000
kpnb3	kpnb3	NC_007112.7	+	2260447	2299553	88.669365	31.876707	46.367859
farp1	farp1	NC_007112.7	+	2301930	2446117	10.073537	3.618768	5.263861
si:ch211-235f1.3	si:ch211-235f1.3	NC_007112.7	-	2331575	2358761	0.018842	0.011464	0.016675
ggact.3	ggact.3	NC_007112.7	-	2447021	2449490	2.502365	0.898938	1.307595
ggact.2	ggact.2	NC_007112.7	-	2450163	2453133	2.373578	0.852673	1.240298
ggact.1	ggact.1	NC_007112.7	-	2454140	2457526	36.692860	13.181366	19.173615
gpc6a	gpc6a	NC_007112.7	+	2712901	3036374	0.373097	0.135704	0.197396
LOC110439758	LOC110439758	NC_007112.7	+	2925455	2927347	0.000000	0.000000	0.000000
gpc5a	gpc5a	NC_007112.7	-	3100244	3295045	3.881651	1.394426	2.028332
mir92a-1	mir92a-1	NC_007112.7	-	3297367	3297451	0.000000	0.000000	0.000000
mir19b	mir19b	NC_007112.7	-	3297484	3297570	0.000000	0.000000	0.000000
mir20a	mir20a	NC_007112.7	-	3297603	3297755	0.000000	0.000000	0.000000
mir19a	mir19a	NC_007112.7	-	3297848	3297936	0.000000	0.000000	0.000000
mir18a	mir18a	NC_007112.7	-	3298006	3298088	0.000000	0.000000	0.000000
mir17a-1	mir17a-1	NC_007112.7	-	3298112	3298249	0.000000	0.000000	0.000000
LOC103910100	LOC103910100	NC_007112.7	+	3786526	3833365	0.000000	0.000000	0.000000
slitrk6	slitrk6	NC_007112.7	+	4101741	4154332	0.378663	0.136029	0.197868
LOC101887188	LOC101887188	NC_007112.7	-	4117881	4125107	0.000000	0.000000	0.000000
slitrk1	slitrk1	NC_007112.7	+	4545187	4550481	0.014353	0.005156	0.007500
LOC101882161	LOC101882161	NC_007112.7	-	4783348	4785448	0.000000	0.000000	0.000000
LOC103911774	LOC103911774	NC_007112.7	-	5148593	5154048	0.000000	0.000000	0.000000
spry2	spry2	NC_007112.7	+	5273457	5277598	22.394691	8.343802	12.136895
ndfip2	ndfip2	NC_007112.7	-	5354489	5394686	81.437592	29.255245	42.554684
tuba8l2	tuba8l2	NC_007112.7	+	5402484	5419116	524.479309	188.411407	274.063232
stk16	stk16	NC_007112.7	+	5422437	5434261	7.555015	2.714027	3.947824
mnx2b	mnx2b	NC_007112.7	-	5449777	5455502	4.458333	1.626435	2.365813
atic	atic	NC_007112.7	+	5485853	5503665	19.651686	7.059577	10.268861
fn1b	fn1b	NC_007112.7	-	5504131	5543086	21.753246	8.083997	11.758983
cpo	cpo	NC_007112.7	+	5576151	5587130	319.848541	114.900841	167.134781
nrp2a	nrp2a	NC_007112.7	-	5606460	5746056	0.389034	0.354947	0.516306
pard3ba	pard3ba	NC_007112.7	-	5795014	6085751	2.947336	2.842482	4.134675
abcb6a	abcb6a	NC_007112.7	+	6135126	6160856	14.608804	5.248996	7.635190
cnppd1	cnppd1	NC_007112.7	+	6161989	6169817	37.056244	13.311906	19.363499
prkag3a	prkag3a	NC_007112.7	+	6171517	6185520	3.891342	1.407285	2.047036
retreg2	retreg2	NC_007112.7	+	6189856	6210816	11.508582	4.282276	6.228999
mdh1b	mdh1b	NC_007112.7	-	6218628	6225363	0.078069	0.028112	0.040892
fastkd2	fastkd2	NC_007112.7	+	6221936	6243817	25.065647	10.597437	15.415033
gtf3c3	gtf3c3	NC_007112.7	+	6243906	6272146	7.608799	2.733348	3.975929
hecw2b	hecw2b	NC_007112.7	+	6276244	6365434	1.272620	0.457170	0.664999
klf7a	klf7a	NC_007112.7	-	6403562	6494384	0.150220	0.053964	0.078496
si:ch211-93g23.2	si:ch211-93g23.2	NC_007112.7	+	6640002	6646358	20.982695	10.903844	15.860732
ube2f	ube2f	NC_007112.7	+	6646507	6664123	24.070801	9.810857	14.270873
erbb4a	erbb4a	NC_007112.7	+	6817290	6925113	0.000000	0.000000	0.000000
LOC108184914	LOC108184914	NC_007112.7	-	6984652	7054455	0.000000	0.000000	0.000000
si:ch73-383l1.1	si:ch73-383l1.1	NC_007112.7	+	7189839	7451903	0.000000	0.000000	0.000000
lancl1	lancl1	NC_007112.7	+	7517461	7539716	12.544044	4.506262	6.554809
mylz3	mylz3	NC_007112.7	+	7546347	7554358	4.583420	1.646526	2.395036
pcnp	pcnp	NC_007112.7	+	7556963	7561231	20.698027	9.164303	13.330397
mxa	mxa	NC_007112.7	-	7562323	7570219	5.345910	1.920439	2.793471
mxb	mxb	NC_007112.7	-	7574224	7603573	0.770658	0.281576	0.409580
efnb2b	efnb2b	NC_007112.7	-	7634516	7659569	1.737313	0.624104	0.907822
arglu1b	arglu1b	NC_007112.7	-	7662091	7673376	51.399246	18.464417	26.858343
en1b	en1b	NC_007112.7	+	7679225	7683374	0.000000	0.000000	0.000000
radil	radil	NC_007112.7	-	7847423	7894273	0.000000	0.000000	0.000000
wu:fc47e11	wu:fc47e11	NC_007112.7	-	7917882	7920638	5.703403	2.048863	2.980276
si:dkey-79f11.10	si:dkey-79f11.10	NC_007112.7	-	7924955	8012299	9.219128	22.723547	33.053677
si:dkey-79f11.9	si:dkey-79f11.9	NC_007112.7	-	7935957	7940616	0.000000	0.000000	0.000000
si:dkey-79f11.7	si:dkey-79f11.7	NC_007112.7	-	7946171	7978531	19.285576	9.407006	13.683432
si:dkey-79f11.5	si:dkey-79f11.5	NC_007112.7	-	7994106	8000558	11.851581	4.257504	6.192966
si:dkeyp-9d4.2	si:dkeyp-9d4.2	NC_007112.7	-	8016616	8020713	96.816551	34.779911	50.590858
si:dkeyp-9d4.3	si:dkeyp-9d4.3	NC_007112.7	-	8022320	8101668	0.130354	0.046828	0.068116
si:dkeyp-9d4.5	si:dkeyp-9d4.5	NC_007112.7	+	8109810	8163473	0.000000	0.000000	0.000000
LOC101882918	LOC101882918	NC_007112.7	-	8128468	8142226	1.690761	0.859589	1.250358
grapb	grapb	NC_007112.7	-	8165340	8192418	0.000000	0.000000	0.000000
LOC103911848	LOC103911848	NC_007112.7	-	8200733	8205228	0.000000	0.000000	0.000000
cacna1hb	cacna1hb	NC_007112.7	+	8304862	8404338	0.301329	0.108248	0.157458
syngr3b	syngr3b	NC_007112.7	-	8415983	8428760	4.358697	1.565797	2.277609
myo15ab	myo15ab	NC_007112.7	+	8435021	8507743	0.051981	0.018673	0.027162
alkbh5	alkbh5	NC_007112.7	+	8508753	8516591	17.270620	6.204214	9.024651
mief2	mief2	NC_007112.7	+	8521323	8530516	9.006872	3.235585	4.706482
smcr8b	smcr8b	NC_007112.7	+	8534698	8540045	1.751669	0.629261	0.915323
zgc:112980	zgc:112980	NC_007112.7	-	8539903	8553326	5.572994	2.075424	3.018912
ptcd1	ptcd1	NC_007112.7	-	8555327	8566666	5.430300	1.950755	2.837568
LOC110439701	LOC110439701	NC_007112.7	+	8573575	8575127	0.000000	0.000000	0.000000
si:ch211-160d14.9	si:ch211-160d14.9	NC_007112.7	+	8587345	8590640	3.102316	1.370702	1.993823
si:ch211-160d14.6	si:ch211-160d14.6	NC_007112.7	+	8601862	8612394	0.000000	0.000000	0.000000
zgc:153118	zgc:153118	NC_007112.7	-	8612572	8613918	0.000000	0.000000	0.000000
LOC101883376	LOC101883376	NC_007112.7	-	8615620	8618349	1.665103	0.598164	0.870089
LOC103911895	LOC103911895	NC_007112.7	-	8626996	8629020	0.000000	0.000000	0.000000
fbxl18	fbxl18	NC_007112.7	-	8638162	8646931	2.632264	0.945602	1.375472
actb1	actb1	NC_007112.7	-	8649104	8652632	3270.466064	1174.866333	1708.960815
fscn1b	fscn1b	NC_007112.7	+	8662542	8668674	1.683166	0.604652	0.879527
abcg2b	abcg2b	NC_007112.7	-	8674074	8691921	150.419693	54.036037	78.600838
zgc:77849	zgc:77849	NC_007112.7	+	8694196	8702684	65.094208	23.384129	34.014557
grin2ab	grin2ab	NC_007112.7	-	8763721	8918458	0.117948	0.042371	0.061633
si:ch73-191k20.1	si:ch73-191k20.1	NC_007112.7	+	8950804	8963797	0.000000	0.000000	0.000000
socs1b	socs1b	NC_007112.7	-	8961012	8966348	6.996458	2.549944	3.709149
si:ch73-191k20.4	si:ch73-191k20.4	NC_007112.7	-	8974033	8977967	10.819908	3.886892	5.653872
LOC103911865	LOC103911865	NC_007112.7	-	8978905	8980668	0.184345	0.066223	0.096328
tlr2	tlr2	NC_007112.7	+	8983491	8989759	0.583739	0.379975	0.552712
prkcba	prkcba	NC_007112.7	+	9004686	9074691	0.763253	0.327266	0.476041
si:ch211-14k19.8	si:ch211-14k19.8	NC_007112.7	-	9100447	9115045	0.284404	0.102168	0.148613
ndufab1a	ndufab1a	NC_007112.7	-	9118104	9123429	45.602409	16.381989	23.829241
palb2	palb2	NC_007112.7	-	9124996	9134082	2.608039	0.936899	1.362814
LOC110439775	LOC110439775	NC_007112.7	-	9137445	9140104	0.100804	0.043698	0.063563
zgc:152698	zgc:152698	NC_007112.7	+	9144958	9145896	0.521832	0.187460	0.272680
plk1	plk1	NC_007112.7	+	9153187	9161695	2.508533	0.901153	1.310818
ern2	ern2	NC_007112.7	-	9169271	9195936	2.282021	0.824531	1.199363
chtf18	chtf18	NC_007112.7	+	9199038	9227201	1.809107	0.649895	0.945337
gng13a	gng13a	NC_007112.7	-	9227080	9228007	0.532377	0.211109	0.307079
si:dkeyp-57d7.4	si:dkeyp-57d7.4	NC_007112.7	-	9230981	9231841	0.346109	0.124335	0.180857
zgc:136472	zgc:136472	NC_007112.7	-	9234928	9249957	177.293854	63.690186	92.643753
ubn1	ubn1	NC_007112.7	-	9270015	9277986	0.000000	0.000000	0.000000
uncx4.1	uncx4.1	NC_007112.7	+	9290103	9294100	0.000000	0.000000	0.000000
LOC101883884	LOC101883884	NC_007112.7	-	9420821	9422280	0.405632	0.145717	0.211960
micall2b	micall2b	NC_007112.7	-	9460010	9486131	31.951321	12.207693	17.757311
si:ch73-12o23.1	si:ch73-12o23.1	NC_007112.7	-	9499640	9527411	240.080246	89.198448	129.748062
elfn1b	elfn1b	NC_007112.7	+	9557186	9711530	0.084281	0.030277	0.044040
ugt5b5	ugt5b5	NC_007112.7	-	9626277	9629705	48.521793	17.430735	25.354748
ugt5b4	ugt5b4	NC_007112.7	-	9630996	9652696	131.633316	47.287315	68.784134
ugt5b3	ugt5b3	NC_007112.7	-	9635978	9641845	118.740479	42.655754	62.047066
ugt5b2	ugt5b2	NC_007112.7	-	9642976	9644630	46.632790	16.752136	24.367661
ugt5b1	ugt5b1	NC_007112.7	-	9644893	9652725	18.327440	9.314221	13.548467
mad1l1	mad1l1	NC_007112.7	-	9740800	9858521	5.545715	1.992216	2.897877
pmm2	pmm2	NC_007112.7	+	9860381	9866608	13.703320	4.922714	7.160581
zgc:56409	zgc:56409	NC_007112.7	-	9873309	9885360	6.696970	2.405787	3.499458
rgs11	rgs11	NC_007112.7	+	9886942	9914635	1.234563	0.513002	0.746213
tmem8a	tmem8a	NC_007112.7	-	9916376	9941051	9.947162	3.582164	5.210617
LOC110439781	LOC110439781	NC_007112.7	+	9940379	9950811	0.000000	0.000000	0.000000
pdia2	pdia2	NC_007112.7	+	9954485	9964765	51.351273	18.447184	26.833273
si:dkeyp-75b4.8	si:dkeyp-75b4.8	NC_007112.7	+	9966249	9982188	0.000000	0.000000	0.000000
LOC101884154	LOC101884154	NC_007112.7	-	9972260	9977500	0.000000	0.000000	0.000000
LOC101884122	LOC101884122	NC_007112.7	-	9977617	9980951	0.000000	0.000000	0.000000
si:dkeyp-75b4.9	si:dkeyp-75b4.9	NC_007112.7	-	9985169	9989664	14.789618	5.312951	7.728219
si:dkeyp-75b4.10	si:dkeyp-75b4.10	NC_007112.7	+	9994785	10000362	276.866333	99.460121	144.674698
trim2b	trim2b	NC_007112.7	+	10003397	10033493	0.105101	0.037756	0.054920
rnf175	rnf175	NC_007112.7	-	10037444	10048514	15.069408	5.603287	8.150542
fgb	fgb	NC_007112.7	+	10051806	10059430	3.486674	1.252536	1.821939
fga	fga	NC_007112.7	-	10066100	10071522	2.063857	0.741410	1.078455
lratb	lratb	NC_007112.7	+	10074498	10113195	8.753323	7.628671	11.096665
npy2rl	npy2rl	NC_007112.7	+	10221568	10236768	0.839345	0.301522	0.438594
eif3f	eif3f	NC_007112.7	+	10297027	10304044	893.077820	320.824951	466.671997
zgc:77880	zgc:77880	NC_007112.7	+	10305652	10315206	1.292464	0.464299	0.675369
tmem55bb	tmem55bb	NC_007112.7	+	10318089	10325025	4.401808	1.581284	2.300136
LOC557811	LOC557811	NC_007112.7	-	10328192	10347386	0.017546	0.006303	0.009169
dachb	dachb	NC_007112.7	+	10378677	10448630	1.712460	0.773604	1.125284
tnrc5	tnrc5	NC_007112.7	-	10462692	10473588	9.183110	3.298896	4.798574
trpc5a	trpc5a	NC_007112.7	-	10486064	10620345	0.000000	0.000000	0.000000
zgc:174945	zgc:174945	NC_007112.7	-	10637479	10640624	1.067819	0.383598	0.557982
si:dkey-31e10.1	si:dkey-31e10.1	NC_007112.7	-	10642501	10647351	0.421341	0.158876	0.231101
si:dkey-31e10.5	si:dkey-31e10.5	NC_007112.7	-	10666517	10670695	0.575541	0.206755	0.300745
si:dkey-31e10.6p	si:dkey-31e10.6p	NC_007112.7	-	10672598	10683997	2.470151	0.887365	1.290761
zgc:103678	zgc:103678	NC_007112.7	+	10683843	10696591	18.877966	6.781629	9.864558
atp1b1b	atp1b1b	NC_007112.7	+	10720218	10739209	0.349552	0.125571	0.182656
LOC100334711	LOC100334711	NC_007112.7	+	10760059	10777133	0.000000	0.000000	0.000000
si:ch73-222h13.1	si:ch73-222h13.1	NC_007112.7	-	10783670	10806635	0.000000	0.000000	0.000000
crfb15	crfb15	NC_007112.7	-	10809355	10821584	3.448325	1.276717	1.857113
dmd	dmd	NC_007112.7	-	10824343	11075439	0.767875	0.342006	0.497481
casc5	casc5	NC_007112.7	-	11086955	11107435	0.321713	0.115571	0.168109
knstrn	knstrn	NC_007112.7	+	11107743	11117501	2.175000	0.781336	1.136532
sdk1b	sdk1b	NC_007112.7	-	11124265	11509093	0.000000	0.000000	0.000000
si:dkey-26i13.7	si:dkey-26i13.7	NC_007112.7	-	11595545	11596859	0.019011	0.006829	0.009934
si:dkey-26i13.6	si:dkey-26i13.6	NC_007112.7	-	11605669	11609410	0.140615	0.050514	0.073477
si:dkey-26i13.3	si:dkey-26i13.3	NC_007112.7	-	11625917	11627485	0.294030	0.105626	0.153643
si:dkey-26i13.4	si:dkey-26i13.4	NC_007112.7	-	11641314	11643990	0.297643	0.106924	0.155531
brat1	brat1	NC_007112.7	-	11670879	11689597	7.489644	2.793499	4.063423
si:dkey-26i13.8	si:dkey-26i13.8	NC_007112.7	+	11711226	11733311	0.000000	0.000000	0.000000
chst12b	chst12b	NC_007112.7	+	11735655	11738573	0.000000	0.000000	0.000000
zmp:0000001069	zmp:0000001069	NC_007112.7	-	11775536	11778831	0.000000	0.000000	0.000000
ttyh3b	ttyh3b	NC_007112.7	-	11785645	11850385	0.132631	0.057341	0.083408
iqce	iqce	NC_007112.7	-	11854710	11878868	2.692898	0.968426	1.408673
snx8b	snx8b	NC_007112.7	+	11881533	11900425	1.885159	0.677376	0.985311
grk4	grk4	NC_007112.7	-	11902579	11973372	9.500516	4.057950	5.902694
tspan5b	tspan5b	NC_007112.7	+	11977426	11994710	6.387627	2.294660	3.337813
slc24a2	slc24a2	NC_007112.7	+	12009502	12041473	0.916466	0.329227	0.478893
saraf	saraf	NC_007112.7	+	12049233	12059553	21.923130	9.383495	13.649235
pla2g12a	pla2g12a	NC_007112.7	-	12061284	12064745	79.179222	28.443958	41.374588
LOC110439783	LOC110439783	NC_007112.7	-	12066440	12068628	0.000000	0.000000	0.000000
xpa	xpa	NC_007112.7	+	12068725	12097812	1.717058	0.851975	1.239283
mtp	mtp	NC_007112.7	-	12107680	12126541	328.023163	117.837448	171.406372
spink4	spink4	NC_007112.7	+	12135054	12138616	49.817234	17.896103	26.031673
b4galt1	b4galt1	NC_007112.7	-	12141467	12161147	3.743443	1.344776	1.956112
stra6l	stra6l	NC_007112.7	+	12172289	12191051	91.008339	48.382435	70.377098
tdrd7a	tdrd7a	NC_007112.7	+	12195723	12228117	0.000000	0.000000	0.000000
tmod1	tmod1	NC_007112.7	+	12228213	12259063	0.604502	0.617420	0.898099
cplx2l	cplx2l	NC_007112.7	-	12262980	12278778	0.571429	0.220157	0.320241
gne	gne	NC_007112.7	+	12295258	12334540	6.713481	2.411718	3.508086
nansa	nansa	NC_007112.7	+	12335864	12344788	54.924118	19.730675	28.700241
clta	clta	NC_007112.7	+	12348217	12361930	168.040817	64.659866	94.054253
sclt1	sclt1	NC_007112.7	-	12364455	12394162	6.230494	2.322433	3.378211
zgc:77739	zgc:77739	NC_007112.7	+	12394197	12397886	2046.051025	839.246887	1220.768677
LOC103911926	LOC103911926	NC_007112.7	+	12672817	12676199	0.069630	0.025041	0.036425
pcdh10a	pcdh10a	NC_007112.7	+	12763417	12797552	1.186890	0.439342	0.639067
si:dkeyp-7b3.2	si:dkeyp-7b3.2	NC_007112.7	+	12924459	12936988	0.000000	0.000000	0.000000
si:dkeyp-106c3.2	si:dkeyp-106c3.2	NC_007112.7	+	13087533	13088903	0.164055	0.058934	0.085726
pcdh18a	pcdh18a	NC_007112.7	-	13261115	13271156	2.719735	0.982668	1.429389
LOC101886760	LOC101886760	NC_007112.7	+	13479125	13482300	0.926876	0.342026	0.497512
LOC101886790	LOC101886790	NC_007112.7	-	13485420	13487161	0.000000	0.000000	0.000000
LOC101886839	LOC101886839	NC_007112.7	-	13598720	13603663	2.826678	1.027152	1.494096
noctb	noctb	NC_007112.7	+	13930662	13953733	1.061858	1.077342	1.567102
elf2b	elf2b	NC_007112.7	-	13957218	13989498	13.648068	5.837686	8.491499
mgarp	mgarp	NC_007112.7	-	13997809	14014931	0.130912	0.047028	0.068407
hpf1	hpf1	NC_007112.7	+	14020445	14026781	9.348535	3.358322	4.885016
ank2a	ank2a	NC_007112.7	+	14029159	14160253	0.113691	0.061453	0.089390
LOC101887098	LOC101887098	NC_007112.7	+	14115836	14117650	0.000000	0.000000	0.000000
camk2d2	camk2d2	NC_007112.7	-	14162472	14234120	0.650388	0.233978	0.340345
cxcl8a	cxcl8a	NC_007112.7	+	14253145	14254126	16.334360	5.889608	8.567024
pde5aa	pde5aa	NC_007112.7	-	14256716	14283599	1.010499	0.363007	0.528030
ppp2r2ca	ppp2r2ca	NC_007112.7	+	14283692	14306853	0.822478	0.296405	0.431151
wfs1a	wfs1a	NC_007112.7	-	14313636	14339639	0.000000	0.000000	0.000000
crmp1	crmp1	NC_007112.7	+	14343317	14364712	0.000000	0.000000	0.000000
LOC567498	LOC567498	NC_007112.7	+	14372550	14374931	0.123846	0.044490	0.064715
fip1l1b	fip1l1b	NC_007112.7	+	14382797	14403687	34.614529	12.557124	18.265594
LOC553528	LOC553528	NC_007112.7	-	14397869	14426912	1.613331	2.042704	2.971317
chic2	chic2	NC_007112.7	+	14406145	14416437	26.209227	9.415276	13.695460
slc34a2aas	slc34a2aas	NC_007112.7	-	14432054	14454434	3.375726	1.212680	1.763964
slc34a2a	slc34a2a	NC_007112.7	+	14432438	14442899	2782.363525	999.522827	1453.906006
rbpja	rbpja	NC_007112.7	+	14454663	14464020	6.274470	2.254010	3.278683
stim2a	stim2a	NC_007112.7	+	14465021	14484107	0.078284	0.028122	0.040907
LOC101882365	LOC101882365	NC_007112.7	+	14490479	14494782	0.812428	0.291853	0.424529
si:dkey-194g4.1	si:dkey-194g4.1	NC_007112.7	-	14499690	14507448	0.859720	0.308842	0.449241
LOC100004921	LOC100004921	NC_007112.7	+	14511438	14518343	0.000000	0.000000	0.000000
LOC110439785	LOC110439785	NC_007112.7	-	14517197	14517708	0.000000	0.000000	0.000000
LOC100004978	LOC100004978	NC_007112.7	-	14518957	14524540	0.174447	0.064253	0.093463
LOC110437782	LOC110437782	NC_007112.7	-	14527258	14538689	4.312947	1.774992	2.581903
LOC100329816	LOC100329816	NC_007112.7	+	14544029	14555625	0.000000	0.000000	0.000000
LOC100332745	LOC100332745	NC_007112.7	+	14555601	14575841	0.000000	0.000000	0.000000
LOC101884963	LOC101884963	NC_007112.7	-	14562159	14562816	0.000000	0.000000	0.000000
LOC108189345	LOC108189345	NC_007112.7	+	14625693	14648950	0.000000	0.000000	0.000000
LOC108189470	LOC108189470	NC_007112.7	-	14641096	14641878	0.000000	0.000000	0.000000
LOC108189376	LOC108189376	NC_007112.7	-	14650749	14651745	0.000000	0.000000	0.000000
LOC110438560	LOC110438560	NC_007112.7	-	14652288	14655827	0.044331	0.015925	0.023165
LOC100330143	LOC100330143	NC_007112.7	+	14655841	14663152	1.426103	0.516089	0.750703
LOC108185170	LOC108185170	NC_007112.7	+	14666883	14669165	0.434848	0.156213	0.227227
LOC100537170	LOC100537170	NC_007112.7	-	14669877	14673751	0.030926	0.012316	0.017915
LOC100330009	LOC100330009	NC_007112.7	-	14692310	14699450	0.000000	0.000000	0.000000
