transcript_id	gene_id	flight1	flight2	flight3	ground1	ground2	ground3
AT1G02020.1	AT1G02020	226.00	193.40	161.00	242.00	144.00	263.00
AT1G02020.2	AT1G02020	0.00	14.60	0.00	0.00	0.00	0.00
AT1G02030.1	AT1G02030	24.00	37.00	52.00	16.00	32.00	70.00
AT1G02040.1	AT1G02040	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02050.1	AT1G02050	377.00	275.00	228.00	240.00	262.00	253.00
AT1G02060.1	AT1G02060	490.00	494.00	429.00	287.00	281.00	223.00
AT1G02065.1	AT1G02065	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02065.2	AT1G02065	0.00	0.00	0.00	0.00	0.00	6.00
AT1G02070.1	AT1G02070	0.00	0.00	0.00	15.00	15.00	8.00
AT1G02074.1	AT1G02074	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02080.1	AT1G02080	2348.75	886.41	896.22	495.74	401.59	287.04
AT1G02080.2	AT1G02080	5094.25	5122.59	4542.78	6096.26	4515.41	4988.96
AT1G02090.1	AT1G02090	1236.24	1153.21	1313.89	1854.67	1140.74	1787.41
AT1G02090.2	AT1G02090	272.26	238.04	212.55	210.88	388.79	210.89
AT1G02090.3	AT1G02090	239.50	208.75	159.57	296.45	191.47	203.71
AT1G02100.1	AT1G02100	1265.27	1175.54	1350.25	1260.84	698.26	1174.38
AT1G02100.2	AT1G02100	66.30	0.00	0.00	0.00	0.00	0.00
AT1G02100.3	AT1G02100	1794.43	1846.46	1321.75	1022.16	885.74	758.62
AT1G02110.1	AT1G02110	1829.00	1468.00	1083.00	1316.00	971.00	943.00
AT1G02120.1	AT1G02120	4834.00	4421.00	4077.00	3179.00	2754.00	3489.00
AT1G02130.1	AT1G02130	2294.00	1939.00	2104.00	1998.00	1344.00	2075.00
AT1G02136.1	AT1G02136	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02140.1	AT1G02140	4508.00	4481.00	4817.00	7500.00	3880.00	6420.00
AT1G02145.1	AT1G02145	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02145.2	AT1G02145	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02145.3	AT1G02145	979.01	794.91	777.00	1000.71	740.00	1047.89
AT1G02145.4	AT1G02145	39.99	226.09	0.00	92.29	0.00	91.11
AT1G02150.1	AT1G02150	1769.00	1352.00	1114.00	1233.00	898.00	1044.00
AT1G02160.1	AT1G02160	487.93	438.00	578.64	507.15	440.41	541.87
AT1G02160.2	AT1G02160	39.07	0.00	38.36	16.85	75.59	28.13
AT1G02170.1	AT1G02170	2225.00	1766.00	2277.00	1698.00	1402.00	1711.00
AT1G02180.1	AT1G02180	41.00	109.00	95.00	144.00	61.00	106.00
AT1G02190.1	AT1G02190	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02190.2	AT1G02190	0.00	0.00	0.00	0.00	6.00	16.00
AT1G02205.1	AT1G02205	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02205.2	AT1G02205	184.00	145.00	90.00	188.91	121.00	194.00
AT1G02205.3	AT1G02205	0.00	0.00	0.00	44.09	0.00	0.00
AT1G02210.1	AT1G02210	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02220.1	AT1G02220	502.00	578.00	385.00	800.00	633.00	968.00
AT1G02228.1	AT1G02228	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02230.1	AT1G02230	87.00	19.00	47.00	82.00	20.00	62.00
AT1G02250.1	AT1G02250	0.00	17.00	0.00	17.00	17.00	29.00
AT1G02260.1	AT1G02260	183.00	97.00	135.00	222.00	169.00	154.00
AT1G02270.1	AT1G02270	738.00	441.00	700.00	824.00	627.00	684.00
AT1G02280.1	AT1G02280	1677.66	1951.12	1909.48	1611.61	1256.19	1823.32
AT1G02280.2	AT1G02280	340.34	296.88	220.52	207.39	158.81	205.68
AT1G02290.1	AT1G02290	594.00	518.00	526.00	611.00	374.00	441.00
AT1G02300.1	AT1G02300	689.00	323.00	611.00	321.00	479.00	346.00
AT1G02305.1	AT1G02305	8058.00	8854.00	9042.00	3748.00	3705.00	4291.00
AT1G02310.1	AT1G02310	234.00	460.00	345.00	411.00	305.00	318.00
AT1G02320.1	AT1G02320	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02330.1	AT1G02330	1770.00	1451.00	1915.00	1614.00	1199.00	1704.00
AT1G02335.1	AT1G02335	929.00	1002.00	785.00	883.00	900.00	810.00
AT1G02340.1	AT1G02340	579.00	946.00	569.00	157.00	222.00	384.00
AT1G02350.1	AT1G02350	14.00	0.00	0.00	6.00	1.00	19.00
AT1G02360.1	AT1G02360	2570.00	2825.00	2654.00	2704.00	2285.00	2915.00
AT1G02370.1	AT1G02370	468.00	272.00	315.00	474.00	247.00	356.00
AT1G02380.1	AT1G02380	164.00	82.00	116.00	119.00	105.00	117.00
AT1G02390.1	AT1G02390	63.00	52.00	2.00	123.00	35.00	92.00
AT1G02391.1	AT1G02391	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02400.1	AT1G02400	599.00	892.00	708.00	1140.00	609.00	958.00
AT1G02405.1	AT1G02405	0.00	0.00	11.00	3.00	6.00	13.00
AT1G02410.1	AT1G02410	1096.00	1122.00	1139.00	1761.00	990.00	1421.00
AT1G02420.1	AT1G02420	165.00	116.00	219.00	236.00	89.00	161.00
AT1G02430.1	AT1G02430	153.00	68.00	93.00	129.00	59.00	124.00
AT1G02440.1	AT1G02440	6.00	0.00	3.00	26.00	3.00	5.00
AT1G02450.1	AT1G02450	0.00	0.00	0.00	32.00	0.00	0.00
AT1G02460.1	AT1G02460	184.00	178.00	195.00	353.00	134.00	205.00
AT1G02470.1	AT1G02470	37.00	0.00	13.00	22.00	0.00	0.00
AT1G02470.2	AT1G02470	0.00	6.00	0.00	0.00	45.00	0.00
AT1G02475.1	AT1G02475	276.00	403.00	316.00	437.00	300.00	341.00
AT1G02480.1	AT1G02480	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02490.1	AT1G02490	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02500.1	AT1G02500	40476.70	41316.86	32661.24	44512.70	24872.80	34586.42
AT1G02500.2	AT1G02500	3468.30	4497.14	3792.76	3539.30	2087.20	3023.58
AT1G02510.1	AT1G02510	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02520.1	AT1G02520	3785.00	4561.00	4007.00	5867.95	2257.99	4891.99
AT1G02530.1	AT1G02530	35.00	12.00	28.00	107.05	25.01	28.01
AT1G02540.1	AT1G02540	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02550.1	AT1G02550	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02560.1	AT1G02560	2518.00	1938.00	2286.00	2777.00	1805.00	2124.00
AT1G02570.1	AT1G02570	114.00	91.00	84.00	59.00	31.00	77.00
AT1G02575.1	AT1G02575	97.00	140.00	175.00	57.00	120.00	131.00
AT1G02580.1	AT1G02580	36.00	0.00	40.00	3.00	16.00	0.00
AT1G02590.1	AT1G02590	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02600.1	AT1G02600	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02610.1	AT1G02610	706.00	600.00	898.00	71.00	120.00	196.00
AT1G02620.1	AT1G02620	28.00	33.00	14.00	0.00	0.00	0.00
AT1G02630.1	AT1G02630	0.00	0.00	23.00	0.00	0.00	0.00
AT1G02630.2	AT1G02630	5.00	22.00	0.00	0.00	0.00	16.00
AT1G02640.1	AT1G02640	13570.00	14425.00	13874.00	2586.00	3362.00	3570.00
AT1G02650.1	AT1G02650	29.00	22.00	19.00	17.00	17.00	46.00
AT1G02660.1	AT1G02660	584.00	887.00	416.00	365.00	437.00	387.00
AT1G02670.1	AT1G02670	50.00	12.00	22.00	25.00	54.00	71.00
AT1G02680.1	AT1G02680	622.00	411.00	499.00	355.00	315.00	482.00
AT1G02681.1	AT1G02681	0.00	0.00	0.00	0.00	10.00	10.00
AT1G02690.1	AT1G02690	1811.00	1193.00	1493.00	2637.60	1249.66	1532.00
AT1G02690.2	AT1G02690	0.00	0.00	0.00	7.40	9.34	0.00
AT1G02700.1	AT1G02700	24.00	71.00	34.00	31.00	27.00	23.00
AT1G02710.1	AT1G02710	0.00	0.00	0.00	8.00	0.00	0.00
AT1G02720.1	AT1G02720	614.00	465.70	490.64	669.00	540.96	544.88
AT1G02720.2	AT1G02720	0.00	39.30	88.36	78.00	2.04	76.12
AT1G02730.1	AT1G02730	2996.00	2182.00	2084.00	5472.00	3589.00	4067.00
AT1G02740.1	AT1G02740	455.00	514.00	384.00	501.00	345.00	437.00
AT1G02750.1	AT1G02750	1236.00	971.00	1332.00	1130.00	520.00	1070.00
AT1G02750.2	AT1G02750	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02760.1	AT1G02760	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02770.1	AT1G02770	0.00	19.00	0.00	12.00	13.00	13.00
AT1G02780.1	AT1G02780	45513.00	34752.00	37036.00	56732.00	28113.00	40910.00
AT1G02790.1	AT1G02790	0.00	0.00	0.00	4.00	0.00	0.00
AT1G02800.1	AT1G02800	2.00	0.00	0.00	8.00	26.00	12.00
AT1G02810.1	AT1G02810	975.00	732.00	820.00	1117.00	714.00	1047.00
AT1G02813.1	AT1G02813	17.00	15.00	0.00	7.00	13.00	15.00
AT1G02816.1	AT1G02816	1687.00	1541.00	1620.00	1755.00	959.00	1378.00
AT1G02820.1	AT1G02820	0.00	0.00	0.00	11.00	24.00	18.00
AT1G02830.1	AT1G02830	0.00	0.00	6.00	0.00	0.00	0.00
AT1G02840.1	AT1G02840	4643.98	5423.09	4369.47	2941.29	2470.39	2808.35
AT1G02840.2	AT1G02840	1353.91	1185.30	1020.13	975.48	936.12	1169.28
AT1G02840.3	AT1G02840	1154.11	795.61	708.40	1065.23	661.50	531.38
AT1G02850.1	AT1G02850	1093.87	1401.23	1284.51	1494.55	833.04	1458.52
AT1G02850.2	AT1G02850	190.18	0.00	96.56	137.04	62.93	71.54
AT1G02850.3	AT1G02850	26.06	0.00	0.00	44.15	0.00	0.00
AT1G02850.4	AT1G02850	50.16	275.21	170.01	56.86	108.48	6.24
AT1G02850.5	AT1G02850	521.72	275.56	132.92	559.40	482.55	577.70
AT1G02860.1	AT1G02860	3390.07	2272.00	3203.00	1248.07	1365.00	1763.00
AT1G02860.2	AT1G02860	4.93	0.00	0.00	6.93	0.00	0.00
AT1G02870.1	AT1G02870	1007.00	1129.00	982.00	1312.00	575.00	762.00
AT1G02880.1	AT1G02880	88.49	78.09	181.66	89.63	106.38	108.97
AT1G02880.2	AT1G02880	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02880.3	AT1G02880	795.89	850.52	876.07	1049.71	713.05	1157.98
AT1G02880.4	AT1G02880	194.62	496.39	74.27	386.66	172.57	332.05
AT1G02890.1	AT1G02890	6309.00	5124.00	4738.00	5821.26	4299.00	5377.00
AT1G02890.2	AT1G02890	0.00	0.00	0.00	25.74	0.00	0.00
AT1G02900.1	AT1G02900	3698.00	3989.00	3744.00	4647.00	4448.00	5212.00
AT1G02910.1	AT1G02910	768.00	607.00	757.00	780.00	500.00	797.00
AT1G02920.1	AT1G02920	2343.00	1066.00	1803.00	844.00	1114.00	1071.00
AT1G02930.1	AT1G02930	2219.71	1387.86	1341.13	877.22	917.58	899.81
AT1G02930.2	AT1G02930	242.29	411.14	799.87	216.78	249.42	408.19
AT1G02940.1	AT1G02940	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02950.1	AT1G02950	364.92	279.94	748.00	393.67	502.00	405.00
AT1G02950.2	AT1G02950	130.08	95.06	0.00	11.33	0.00	0.00
AT1G02950.3	AT1G02950	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02950.4	AT1G02950	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02952.1	AT1G02952	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02960.1	AT1G02960	171.57	0.00	286.63	219.19	38.09	123.73
AT1G02960.2	AT1G02960	358.90	530.06	219.14	155.12	179.09	236.60
AT1G02960.3	AT1G02960	199.53	209.94	143.23	216.69	279.82	84.67
AT1G02965.1	AT1G02965	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02970.1	AT1G02970	313.00	280.00	227.00	353.00	267.00	331.00
AT1G02980.1	AT1G02980	29.00	43.00	46.00	48.00	39.00	68.00
AT1G02990.1	AT1G02990	0.00	0.00	0.00	52.74	0.00	0.00
AT1G02990.2	AT1G02990	463.65	0.00	0.00	0.00	0.00	0.00
AT1G02990.3	AT1G02990	1032.35	1312.00	1111.00	1531.26	908.00	1290.00
AT1G03000.1	AT1G03000	1337.00	842.00	1046.00	976.00	805.00	937.00
AT1G03010.1	AT1G03010	419.00	313.00	396.00	208.00	150.00	140.00
AT1G03020.1	AT1G03020	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03022.1	AT1G03022	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03030.1	AT1G03030	613.00	789.00	837.00	911.00	557.00	754.00
AT1G03040.1	AT1G03040	1856.92	2173.15	2135.82	2398.95	1599.63	2080.58
AT1G03040.2	AT1G03040	29.08	166.85	74.18	190.05	25.37	128.42
AT1G03050.1	AT1G03050	0.00	0.00	0.00	4.00	5.00	16.00
AT1G03055.1	AT1G03055	0.00	22.00	0.00	0.00	0.00	14.00
AT1G03055.2	AT1G03055	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03060.1	AT1G03060	5746.00	4591.00	4403.00	5281.00	4101.00	4751.00
AT1G03070.1	AT1G03070	103.00	82.00	52.00	54.00	31.00	53.00
AT1G03070.2	AT1G03070	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03080.1	AT1G03080	9152.00	7353.00	7511.00	9002.00	5966.00	8603.00
AT1G03090.1	AT1G03090	0.00	151.24	533.09	44.31	0.00	96.80
AT1G03090.2	AT1G03090	10178.00	6466.69	11440.89	1439.54	1850.30	2099.19
AT1G03100.1	AT1G03100	137.00	83.07	80.02	289.15	129.70	164.01
AT1G03103.1	AT1G03103	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03106.1	AT1G03106	51.00	28.00	30.00	52.00	19.00	43.00
AT1G03110.1	AT1G03110	834.00	842.00	723.00	1231.00	571.00	790.00
AT1G03120.1	AT1G03120	58.00	20.00	35.00	6.00	18.00	0.00
AT1G03130.1	AT1G03130	357.00	110.00	281.00	77.00	70.00	139.00
AT1G03140.1	AT1G03140	4578.00	3950.00	4368.00	3214.00	2117.00	3055.00
AT1G03150.1	AT1G03150	1273.00	932.00	946.00	1251.00	661.00	1015.00
